rated,turns,game_result,winner,opening_moves,estimated_time,rating_difference
1,39,2,0,2,10.0,-18
1,45,2,0,2,10.0,270
1,33,2,0,7,10.0,1
1,22,2,0,6,10.0,106
1,57,2,2,6,11.0,-191
1,51,2,0,6,19.0,-38
1,55,2,0,4,10.0,157
1,56,2,2,6,13.0,-26
1,55,3,0,3,13.0,-42
1,43,2,0,11,15.0,261
1,65,3,0,5,22.0,71
1,25,2,0,6,22.0,35
1,61,2,0,4,10.0,145
1,100,0,1,2,10.0,-117
1,58,3,2,3,10.0,6
1,71,3,0,4,10.0,102
1,39,3,0,2,10.0,48
0,51,3,0,5,16.0,305
1,35,2,0,11,18.0,107
1,43,2,0,10,18.0,74
1,54,2,2,5,18.0,-55
1,47,2,0,11,22.0,-114
1,51,2,2,2,20.0,-166
1,59,1,1,9,37.0,169
1,88,0,2,10,10.0,-408
1,68,2,2,4,10.0,574
1,64,3,2,3,10.0,-448
1,104,2,2,4,10.0,150
1,68,2,2,11,10.0,-110
1,65,2,0,6,10.0,201
1,50,2,2,4,10.0,12
1,63,2,2,6,10.0,-41
0,127,3,0,4,8.0,20
0,53,0,0,10,15.0,-84
0,138,0,2,8,15.0,84
1,135,3,0,14,15.0,-84
0,29,2,0,5,8.0,470
0,34,3,2,5,22.0,-349
0,17,2,0,6,10.0,260
1,35,3,0,5,14.0,-163
0,46,1,1,3,30.0,762
0,80,2,2,4,10.0,136
0,141,2,0,5,10.0,464
0,96,3,2,3,10.0,-464
0,25,2,0,4,10.0,470
1,42,3,2,2,20.0,-633
1,60,2,2,9,10.0,210
1,58,2,2,6,10.0,-168
1,42,3,2,4,10.0,-259
1,45,2,0,3,10.0,361
1,71,2,0,3,10.0,70
1,110,2,2,8,13.0,-83
1,85,2,0,6,13.0,65
1,20,2,2,6,13.0,-45
1,22,2,2,6,10.0,-240
1,57,3,0,3,26.0,343
1,92,3,2,1,26.0,-331
1,130,3,2,8,25.0,-252
0,66,2,2,12,10.0,174
0,76,0,2,6,10.0,107
0,95,2,0,4,12.0,-145
0,80,2,2,6,17.0,-34
1,21,2,2,3,30.0,-50
0,91,2,0,6,22.0,387
0,84,1,1,11,22.0,387
1,86,3,2,2,12.0,163
1,137,1,1,7,12.0,-57
1,103,0,0,3,12.0,59
1,47,3,0,3,12.0,181
1,29,0,0,2,12.0,81
1,63,0,0,3,12.0,217
1,39,2,2,2,12.0,178
1,115,1,1,3,12.0,-46
1,99,2,0,3,12.0,-60
1,92,0,2,3,12.0,26
1,48,3,2,7,10.0,-576
1,90,3,2,3,10.0,-382
1,102,0,2,2,10.0,34
1,93,0,0,7,10.0,153
1,29,3,0,4,10.0,-36
1,60,2,2,3,10.0,-211
1,54,3,2,3,10.0,129
1,104,2,2,4,12.0,-23
1,59,3,0,3,12.0,-10
1,69,2,0,4,12.0,194
1,96,3,2,4,12.0,39
1,50,3,2,4,12.0,-7
1,44,3,2,2,12.0,-137
1,55,2,2,3,12.0,269
1,105,3,0,4,12.0,356
1,72,3,2,4,12.0,124
1,25,2,0,7,12.0,251
1,105,2,0,3,12.0,20
1,65,3,0,4,12.0,7
1,33,3,0,4,12.0,170
1,39,2,0,2,12.0,321
1,60,3,2,3,10.0,-431
1,51,3,0,6,10.0,420
1,64,2,2,3,10.0,-339
1,45,3,0,1,10.0,412
1,70,3,2,6,10.0,55
1,23,3,0,3,10.0,-150
1,44,2,2,7,10.0,-166
1,99,3,0,4,10.0,-46
1,56,2,2,7,12.0,101
1,67,2,2,2,12.0,-51
1,39,3,0,3,12.0,290
1,31,2,2,2,12.0,189
1,111,2,0,4,12.0,193
1,23,3,0,4,12.0,214
1,19,2,0,3,12.0,199
1,40,2,2,4,12.0,-143
1,43,2,2,4,22.0,79
1,92,2,2,3,12.0,267
1,76,3,2,6,10.0,-5
1,63,2,0,7,10.0,13
1,18,2,2,5,10.0,155
1,73,2,0,3,10.0,353
1,20,2,2,6,10.0,-239
1,84,2,2,6,10.0,-33
1,27,2,0,9,10.0,-52
1,24,2,2,4,10.0,83
1,68,2,2,4,10.0,-179
1,51,2,0,3,10.0,-68
1,11,2,0,7,10.0,112
0,121,3,0,2,8.0,521
0,42,3,2,11,8.0,-53
1,43,2,0,6,10.0,34
1,41,2,0,6,10.0,26
1,22,2,2,3,10.0,-224
1,83,0,0,5,10.0,126
1,63,3,0,1,10.0,-27
1,76,3,2,2,10.0,3
1,18,2,2,3,10.0,-175
1,41,3,0,5,10.0,66
1,44,3,2,4,10.0,423
1,111,3,0,4,10.0,-115
1,51,2,0,6,10.0,244
1,56,1,1,5,10.0,32
1,65,2,0,3,10.0,305
1,126,1,1,8,10.0,0
1,40,3,2,4,10.0,-145
1,120,1,1,4,10.0,-29
1,32,3,2,11,10.0,29
0,19,3,0,3,10.0,110
0,33,2,0,4,15.0,-127
0,15,1,1,3,15.0,127
1,85,3,0,2,15.0,-55
0,17,3,0,3,10.0,-254
1,86,3,2,4,15.0,10
1,7,2,0,1,20.0,195
1,73,3,0,7,10.0,188
1,65,3,0,8,10.0,246
1,130,0,2,6,10.0,16
0,28,3,2,4,40.0,-620
1,44,2,2,9,10.0,114
1,54,0,2,3,10.0,18
1,48,3,2,5,10.0,-201
1,55,2,0,5,30.0,376
1,36,2,2,5,25.0,-141
1,11,2,2,6,12.0,148
1,59,2,0,3,9.0,120
1,16,2,2,4,11.0,-49
1,63,3,0,5,15.0,291
1,44,2,2,5,8.0,-214
1,60,2,0,6,8.0,17
1,33,2,0,2,30.0,193
1,66,3,2,3,17.0,-268
1,30,2,0,6,8.0,147
1,18,2,0,6,12.0,0
1,36,2,0,6,13.0,302
1,82,2,2,4,12.0,-220
1,102,0,2,3,10.0,-160
1,51,2,2,5,8.0,-286
1,30,2,0,5,12.0,199
1,82,0,2,5,10.0,198
1,44,2,2,2,10.0,-91
1,54,2,2,4,20.0,-205
1,53,2,0,4,8.0,45
1,80,2,2,6,26.0,120
1,14,2,2,2,8.0,-151
1,20,2,0,5,30.0,97
1,44,2,0,5,10.0,270
1,73,3,0,4,10.0,18
1,55,2,2,8,10.0,-386
1,51,3,0,3,10.0,594
1,122,2,2,4,8.0,-164
1,54,2,0,5,14.0,224
1,61,2,2,4,25.0,-134
1,50,2,0,1,11.0,281
1,53,0,0,5,9.0,113
1,55,2,0,4,30.0,-20
1,15,3,0,5,8.0,249
1,27,3,0,3,8.0,239
1,82,2,0,5,8.0,229
1,32,3,2,5,8.0,268
1,66,2,0,5,8.0,259
1,9,2,0,4,15.0,202
1,39,2,0,2,13.0,136
1,21,2,0,4,15.0,-33
1,80,2,0,4,50.0,126
1,63,2,0,4,22.0,333
1,84,2,0,5,13.0,122
0,62,2,2,3,17.0,-492
0,15,2,2,7,15.0,-277
0,104,2,2,4,8.0,446
0,30,3,2,6,8.0,-533
0,50,2,2,5,8.0,533
0,45,2,0,5,10.0,-507
0,40,3,2,2,11.0,514
0,30,2,2,9,20.0,-292
0,95,2,0,3,10.0,-184
0,34,3,2,6,20.0,178
0,37,0,0,4,10.0,560
0,63,0,0,3,10.0,-560
0,43,2,0,3,20.0,-560
0,95,2,0,2,10.0,128
0,37,2,0,6,10.0,306
0,53,0,0,2,11.0,-560
0,26,2,2,3,10.0,-560
0,54,2,2,6,20.0,421
1,72,2,2,5,20.0,-56
1,46,2,2,9,20.0,-113
1,40,2,2,8,20.0,-73
1,58,2,2,6,35.0,217
1,47,2,0,5,30.0,77
1,13,2,2,6,21.0,-63
1,62,2,0,4,20.0,152
1,29,2,0,11,27.0,-235
1,67,2,0,7,25.0,-97
1,80,3,2,2,15.0,-227
1,73,2,0,2,10.0,156
1,18,0,2,4,17.0,-91
1,33,2,0,3,10.0,-54
1,50,3,2,3,9.0,53
1,48,2,2,2,20.0,69
1,95,2,0,4,20.0,-98
1,65,2,0,3,15.0,71
1,50,2,2,5,11.0,1
1,27,2,0,4,11.0,-25
1,73,2,2,2,10.0,-114
1,66,3,2,3,12.0,-61
1,35,2,0,3,12.0,42
1,74,3,2,2,10.0,18
1,92,3,2,3,8.0,-24
1,103,2,0,2,10.0,369
1,105,0,0,2,9.0,-88
1,88,1,1,3,10.0,28
1,41,2,2,4,13.0,-268
1,77,3,0,4,20.0,-290
1,47,2,0,2,13.0,60
1,106,3,2,6,15.0,-28
1,79,3,0,3,9.0,-41
1,45,2,2,4,15.0,-99
1,70,2,2,3,15.0,-82
1,31,3,0,3,15.0,63
0,58,2,2,8,10.0,-96
0,52,3,2,2,10.0,163
0,27,2,0,6,13.0,-76
0,58,3,2,5,13.0,-260
0,48,2,2,4,13.0,23
0,29,2,0,5,15.0,-76
0,20,2,0,8,15.0,-127
0,134,3,2,5,15.0,52
1,19,2,0,1,10.0,53
1,47,3,0,11,22.0,-74
1,53,2,0,6,30.0,-114
1,20,2,2,6,20.0,-154
1,56,2,2,5,18.0,-53
1,92,0,2,4,10.0,-191
1,81,3,0,7,10.0,-45
1,95,3,0,5,10.0,197
1,110,2,2,6,10.0,-311
1,49,2,2,3,10.0,-58
1,123,2,0,7,10.0,-87
1,81,3,0,5,15.0,-178
1,66,3,2,4,15.0,90
1,64,2,2,8,15.0,154
1,87,0,0,6,15.0,-133
1,49,3,0,7,15.0,-77
1,36,2,2,4,15.0,66
1,16,3,2,5,15.0,-114
1,76,2,2,9,15.0,-165
1,70,3,2,6,15.0,-139
1,27,1,1,9,15.0,101
1,52,3,2,4,15.0,179
1,66,3,2,4,15.0,-208
1,78,3,2,4,15.0,101
1,51,3,0,10,15.0,44
1,74,2,2,1,15.0,4
1,67,2,0,8,15.0,67
1,16,2,2,8,25.0,-156
1,56,2,2,7,8.0,-30
1,90,3,2,2,11.0,-73
1,63,2,0,7,9.0,112
1,47,3,0,7,8.0,78
1,115,1,1,4,10.0,-3
1,85,2,0,7,20.0,-130
1,39,2,0,5,12.0,221
1,16,2,0,5,30.0,38
1,32,2,2,5,12.0,-20
1,47,3,0,6,15.0,50
1,24,2,0,5,12.0,179
1,54,2,2,2,10.0,71
1,42,2,2,4,20.0,-162
1,129,0,0,6,8.0,-38
1,79,2,0,7,8.0,57
0,33,2,2,8,15.0,-154
0,100,3,2,3,8.0,-46
0,36,2,2,8,19.0,46
0,15,2,0,11,20.0,-46
0,57,3,0,7,10.0,-96
0,120,2,2,5,10.0,13
1,59,2,2,5,10.0,71
1,41,3,0,7,10.0,15
1,118,2,2,7,15.0,61
1,17,2,0,2,8.0,167
1,44,2,2,3,8.0,148
1,30,2,2,7,10.0,-108
1,114,2,2,11,10.0,-42
1,61,2,0,3,10.0,181
1,133,1,1,7,8.0,-117
1,109,2,0,7,15.0,96
1,65,3,0,3,20.0,-143
1,127,2,0,13,10.0,-76
1,79,2,0,6,10.0,102
1,32,2,2,7,12.0,-180
1,129,2,0,7,8.0,23
1,58,2,0,7,8.0,112
1,20,2,2,3,8.0,-169
1,13,2,0,4,8.0,12
1,28,2,2,5,18.0,2
1,77,2,2,7,12.0,-58
1,36,2,2,6,15.0,-81
1,69,3,0,5,15.0,60
1,47,2,0,3,16.0,2
1,42,2,2,2,20.0,66
1,109,1,1,6,30.0,-54
1,71,2,0,1,20.0,-80
1,83,3,0,3,30.0,25
1,109,3,0,1,10.0,-114
1,75,0,0,3,10.0,207
1,74,3,2,1,10.0,-370
1,104,0,2,2,10.0,-493
1,85,3,0,3,10.0,339
1,53,3,0,3,10.0,346
1,82,3,2,3,10.0,7
1,74,3,2,5,13.0,5
1,83,3,0,4,13.0,-35
1,125,3,0,2,13.0,0
1,135,3,0,2,25.0,121
1,72,3,2,2,23.0,-77
1,61,3,0,4,30.0,98
1,16,2,2,1,30.0,-76
1,34,3,2,3,42.0,3
1,87,1,1,4,42.0,-3
1,37,2,0,5,30.0,42
1,47,2,2,7,37.0,154
1,47,2,0,9,25.0,321
1,27,2,0,3,27.0,54
1,34,2,2,3,40.0,-18
1,62,0,2,3,15.0,-45
1,26,2,0,3,15.0,13
1,59,2,2,4,20.0,-78
1,61,2,2,3,18.0,-36
1,81,3,0,2,16.0,-71
1,61,0,0,1,20.0,30
1,18,3,2,3,15.0,76
1,57,3,0,4,20.0,31
1,118,3,2,6,25.0,81
1,12,2,2,5,30.0,114
1,39,2,2,6,30.0,255
1,62,2,2,6,17.0,-46
1,20,2,2,5,20.0,80
1,67,2,0,3,23.0,93
1,72,0,2,5,10.0,30
1,58,2,0,4,10.0,280
1,6,2,2,1,17.0,-514
1,60,2,2,3,30.0,-298
1,59,3,0,6,30.0,101
1,54,2,2,4,30.0,213
1,53,2,0,4,10.0,278
1,56,3,2,4,10.0,213
1,36,3,2,6,10.0,-584
1,63,2,0,4,10.0,79
1,49,3,0,5,11.0,-63
1,36,3,2,4,10.0,-33
1,83,0,0,6,10.0,-80
1,58,3,2,9,10.0,120
1,35,2,0,8,10.0,262
1,25,2,0,6,10.0,-19
1,70,2,2,10,10.0,-263
1,45,3,0,3,10.0,206
1,35,2,0,6,10.0,349
1,99,2,0,8,10.0,-187
1,65,2,0,5,10.0,-64
1,75,3,0,2,10.0,155
1,65,3,0,9,10.0,-52
1,135,3,0,7,13.0,-34
0,57,3,0,8,13.0,-34
1,61,3,0,10,11.0,14
1,63,3,0,4,11.0,-38
1,88,2,2,5,11.0,-178
1,66,2,2,3,11.0,-118
1,37,2,2,1,11.0,38
1,62,3,2,7,10.0,-237
1,110,2,2,4,11.0,180
1,35,2,0,3,11.0,-24
1,97,3,0,3,11.0,2
1,96,2,2,11,11.0,-153
1,57,3,0,6,10.0,-62
1,45,3,0,10,10.0,67
1,49,2,0,5,11.0,-11
1,23,2,0,4,11.0,-11
1,72,0,2,9,11.0,-192
0,125,0,0,10,11.0,-203
0,31,3,0,7,11.0,203
0,25,2,0,10,11.0,-93
0,56,3,2,3,11.0,24
0,104,2,2,8,11.0,-24
1,47,3,0,5,11.0,46
1,29,2,2,5,11.0,-26
1,37,2,0,4,11.0,-3
1,30,2,2,2,11.0,44
1,60,0,2,4,11.0,-17
1,79,2,2,4,10.0,-532
1,54,2,2,4,10.0,-36
1,71,2,0,6,10.0,-273
0,32,0,2,6,13.0,58
1,107,3,0,2,11.0,-36
1,70,2,2,5,11.0,29
1,48,3,2,4,11.0,65
1,53,2,0,6,11.0,130
1,75,2,0,4,10.0,148
1,36,3,2,3,10.0,-134
1,61,2,0,5,11.0,-35
1,95,3,0,4,15.0,-173
1,25,2,0,8,12.0,356
1,60,3,2,10,8.0,-586
1,59,3,0,6,20.0,80
0,33,3,0,3,13.0,115
0,53,3,0,7,10.0,-197
0,38,3,2,8,11.0,119
1,59,0,0,2,10.0,384
1,36,2,2,3,10.0,335
1,60,3,2,2,10.0,-375
1,15,2,0,3,8.0,76
1,34,1,1,7,8.0,-248
1,18,2,2,4,12.0,26
0,9,3,0,6,8.0,434
1,55,0,0,4,8.0,-66
1,38,2,2,7,9.0,-195
1,66,2,2,5,10.0,-82
1,38,2,2,4,22.0,-702
1,63,2,0,7,22.0,702
1,140,2,2,3,10.0,-148
1,99,2,0,5,11.0,-93
1,42,2,0,11,22.0,-206
1,111,2,0,6,22.0,196
1,33,2,0,11,22.0,-219
1,38,3,2,9,10.0,-135
1,45,0,0,6,8.0,367
1,21,2,0,10,10.0,13
1,71,3,0,1,8.0,-64
1,24,1,1,2,11.0,124
1,109,1,1,5,8.0,198
1,84,2,0,5,22.0,292
1,29,2,0,6,8.0,262
1,48,0,2,6,8.0,-168
1,28,2,2,7,8.0,218
1,41,2,0,7,10.0,154
1,60,3,2,6,8.0,-291
1,48,0,2,8,17.0,-184
1,49,2,0,6,10.0,-27
1,74,0,2,7,10.0,-8
1,55,2,0,1,10.0,54
1,52,2,2,7,19.0,40
1,32,2,2,7,19.0,-19
1,93,3,0,5,12.0,536
1,78,1,1,5,8.0,77
1,38,3,2,3,8.0,-144
1,43,2,0,4,10.0,-18
1,20,3,2,5,10.0,42
1,80,2,2,10,17.0,-28
1,94,1,1,5,8.0,27
1,51,2,0,4,15.0,59
0,106,3,2,4,10.0,-370
0,68,3,2,2,10.0,370
0,68,2,2,3,17.0,-175
0,55,2,0,14,10.0,-385
0,96,2,2,8,10.0,385
0,53,2,0,6,10.0,240
0,34,2,2,3,10.0,-240
0,54,2,2,5,8.0,-215
0,64,2,2,5,11.0,385
1,76,2,0,7,10.0,-14
1,84,3,2,3,20.0,-109
1,47,2,2,8,20.0,-302
1,51,3,0,6,20.0,276
1,28,2,0,3,20.0,246
1,66,2,2,1,20.0,-147
1,45,2,0,5,20.0,59
1,73,3,0,3,20.0,-228
1,78,2,2,1,20.0,-217
1,82,2,2,2,10.0,120
1,13,3,0,3,10.0,-117
1,57,3,0,5,10.0,92
1,34,3,2,10,10.0,-116
1,106,3,2,3,10.0,-11
1,70,0,2,3,10.0,-57
1,111,0,0,4,8.0,4
1,59,2,0,6,20.0,182
1,33,2,0,5,20.0,-218
1,20,3,2,4,20.0,-254
1,42,2,2,4,10.0,-120
1,35,2,0,2,10.0,270
1,24,2,2,5,10.0,59
1,60,3,2,11,10.0,-14
1,87,0,0,2,10.0,0
1,62,2,2,8,10.0,-144
1,52,2,2,3,10.0,207
1,59,3,0,5,10.0,-187
1,67,3,0,10,10.0,-109
1,88,3,2,2,10.0,164
1,32,2,2,6,10.0,-84
1,19,2,0,12,10.0,-73
1,83,2,0,6,16.0,-114
1,85,2,0,7,18.0,204
1,69,2,0,8,10.0,258
1,79,3,0,3,10.0,-189
1,74,3,2,7,10.0,-319
1,80,3,2,4,10.0,11
0,101,3,0,6,15.0,-203
1,62,3,2,2,25.0,-209
1,65,2,0,6,10.0,-3
1,83,3,0,4,10.0,-67
1,69,3,0,11,13.0,201
1,44,2,2,3,18.0,-182
1,73,2,0,5,25.0,-16
1,12,2,2,3,20.0,-114
1,21,2,0,6,8.0,79
1,30,2,2,7,10.0,-35
1,47,2,0,8,15.0,36
1,42,2,2,4,11.0,-18
1,56,3,2,7,11.0,42
1,27,2,0,3,10.0,16
1,96,2,0,4,8.0,60
1,101,3,0,4,8.0,38
1,73,2,2,2,10.0,-2
1,33,2,0,4,10.0,-21
1,70,2,2,3,10.0,45
1,31,0,0,5,10.0,-82
1,72,0,2,3,8.0,-94
1,52,2,2,7,8.0,124
1,30,3,2,6,10.0,-16
1,47,2,0,7,10.0,-7
1,50,2,2,5,10.0,29
1,142,1,1,4,10.0,-31
1,99,2,0,3,8.0,109
1,64,2,2,6,21.0,117
1,56,2,2,3,8.0,-146
1,55,2,0,3,8.0,-68
1,55,2,0,3,13.0,-101
1,37,3,0,8,13.0,85
1,68,2,2,3,10.0,-110
1,57,2,0,3,13.0,-104
1,42,3,2,7,13.0,134
1,12,2,2,6,10.0,-199
1,49,0,0,3,10.0,187
1,31,2,0,4,10.0,201
1,86,2,2,4,10.0,-98
1,100,2,2,7,14.0,-43
1,65,2,0,6,10.0,108
1,79,2,0,2,10.0,-81
1,79,2,0,7,10.0,73
1,51,0,0,5,8.0,-49
1,27,3,0,6,8.0,90
1,69,2,0,2,11.0,-122
1,33,3,0,10,14.0,38
1,55,3,0,5,14.0,-64
1,47,2,0,8,10.0,148
1,66,3,2,8,8.0,157
1,101,2,0,4,10.0,232
1,63,2,0,3,8.0,56
1,63,0,0,7,10.0,91
1,71,3,0,5,8.0,-85
1,48,2,0,5,22.0,119
1,31,3,0,4,22.0,-150
1,105,2,0,3,22.0,173
1,41,2,2,5,11.0,-222
1,41,2,0,4,11.0,195
1,63,2,0,6,18.0,253
1,49,3,0,6,10.0,323
1,47,2,0,13,10.0,213
1,52,2,2,5,10.0,-304
1,47,2,0,7,10.0,-21
1,29,3,0,4,10.0,425
1,68,2,2,9,10.0,-164
1,35,2,0,4,10.0,686
1,24,2,2,8,10.0,-509
1,61,3,0,2,10.0,764
1,71,2,0,9,8.0,-198
1,43,2,0,8,15.0,-104
1,48,2,2,3,10.0,-360
1,31,3,0,2,10.0,433
1,25,3,0,5,10.0,518
1,38,3,2,3,10.0,-553
1,15,2,0,5,10.0,514
1,50,3,2,4,10.0,-697
1,69,0,0,11,10.0,348
1,20,2,2,9,18.0,-333
1,102,2,2,4,13.0,-84
1,83,2,0,5,10.0,-90
1,57,2,0,2,10.0,70
1,72,2,2,11,10.0,-50
1,68,2,2,2,15.0,-135
1,55,3,0,8,15.0,119
1,100,1,1,4,25.0,-100
1,51,2,0,8,25.0,81
1,67,2,0,2,27.0,263
1,42,2,2,2,30.0,-308
1,88,0,2,2,15.0,1
1,84,2,2,9,37.0,-28
1,93,0,0,1,10.0,-332
1,100,0,2,2,10.0,-324
1,41,3,0,2,10.0,159
1,56,3,2,3,10.0,-331
1,59,2,0,2,10.0,125
1,66,2,2,3,15.0,-227
1,72,0,2,3,10.0,180
1,89,0,0,5,10.0,-154
0,98,3,2,4,10.0,-291
1,32,2,0,6,10.0,437
1,37,3,0,11,10.0,62
1,47,2,0,8,8.0,-141
0,113,2,0,8,10.0,193
1,45,2,2,4,10.0,34
1,113,0,0,3,8.0,13
1,66,0,2,7,8.0,41
1,64,2,2,9,8.0,-8
1,54,2,2,9,8.0,31
1,22,2,2,3,8.0,103
1,73,2,0,4,8.0,-3
1,51,2,0,10,8.0,-102
1,50,2,2,6,9.0,86
1,46,2,2,7,10.0,186
1,45,2,2,2,18.0,-255
1,37,2,0,4,12.0,235
1,19,2,0,5,15.0,37
1,55,2,0,4,15.0,8
1,71,2,0,6,8.0,-85
1,64,0,2,13,9.0,8
1,36,2,0,10,15.0,16
1,10,2,0,2,15.0,-7
1,65,3,0,4,15.0,-2
1,42,2,0,7,15.0,-20
1,42,2,2,3,13.0,13
1,57,2,0,5,22.0,52
1,70,1,1,2,21.0,0
1,140,2,2,5,15.0,-105
1,61,2,0,4,15.0,33
1,78,2,2,7,15.0,83
1,37,3,0,3,17.0,61
1,79,2,0,2,10.0,190
1,80,2,2,4,20.0,-29
1,9,3,0,3,8.0,-57
1,31,2,0,6,8.0,34
0,53,3,0,6,12.0,335
1,62,3,2,3,10.0,-49
1,52,2,0,3,8.0,161
1,61,2,0,2,8.0,146
1,84,2,2,8,10.0,70
1,81,3,0,4,45.0,159
1,25,2,0,4,42.0,-345
1,55,2,0,3,42.0,339
1,42,2,2,9,22.0,-145
1,67,3,0,1,17.0,81
1,117,2,0,2,25.0,201
1,56,2,2,10,15.0,-210
1,58,2,0,5,15.0,198
1,23,2,0,4,16.0,-115
1,98,2,2,5,17.0,-107
1,48,3,2,5,18.0,64
1,94,3,2,4,17.0,-285
1,49,2,2,4,10.0,-377
1,83,2,0,2,10.0,175
1,36,2,2,4,8.0,-184
1,58,2,2,8,22.0,-302
1,77,3,0,5,8.0,345
1,39,2,2,8,8.0,-338
1,101,0,0,7,8.0,330
1,111,3,0,5,31.0,140
1,52,2,2,2,23.0,-62
0,30,2,2,3,22.0,595
1,16,2,2,5,13.0,123
1,95,0,0,8,10.0,-23
1,37,2,2,5,10.0,0
1,74,2,2,8,12.0,324
1,54,2,2,11,50.0,-266
1,58,2,2,8,50.0,-125
1,80,2,2,5,50.0,49
1,53,2,2,4,50.0,72
1,44,3,2,4,50.0,-96
1,71,3,0,11,50.0,80
1,64,3,2,4,50.0,-323
1,47,2,0,7,50.0,153
1,74,3,2,7,50.0,-71
1,33,3,0,4,50.0,191
1,34,2,0,3,50.0,-319
1,53,2,0,6,50.0,-64
1,13,3,0,5,50.0,28
1,61,2,2,16,50.0,88
1,40,3,2,4,50.0,-81
1,8,2,0,2,50.0,-54
1,36,2,0,4,50.0,201
1,16,2,2,8,50.0,-147
1,50,2,2,4,50.0,61
1,59,2,0,4,50.0,-36
1,41,3,0,4,50.0,-42
1,55,2,0,5,50.0,54
1,22,2,2,3,50.0,-250
1,45,3,0,5,50.0,274
1,36,2,0,5,50.0,-136
1,54,2,2,5,22.0,-322
1,63,2,0,2,10.0,98
1,30,2,2,2,10.0,-466
1,54,2,2,5,10.0,296
1,48,2,2,3,30.0,34
1,49,3,0,6,30.0,-150
1,109,3,0,2,15.0,201
1,68,0,2,2,30.0,-347
0,106,3,2,5,20.0,39
0,54,2,2,4,25.0,305
0,33,2,0,9,25.0,-305
0,36,2,2,4,25.0,305
0,28,3,2,5,25.0,-305
0,29,2,0,5,26.0,316
0,30,2,2,3,10.0,-263
0,6,2,2,3,15.0,-224
0,73,2,0,4,15.0,-11
0,22,2,2,3,13.0,310
0,58,2,2,5,10.0,39
1,80,3,2,3,16.0,13
1,50,3,2,4,17.0,-37
0,26,2,2,3,15.0,326
0,89,1,1,2,20.0,-234
0,98,2,2,7,12.0,43
0,41,3,0,2,12.0,250
0,45,2,0,3,22.0,-241
0,10,2,2,2,12.0,-69
0,54,2,2,9,10.0,-91
0,28,2,2,5,11.0,0
0,30,2,2,5,15.0,-256
0,52,0,2,7,10.0,-198
0,75,0,0,2,10.0,59
1,32,2,0,3,18.0,-14
0,35,2,0,7,13.0,56
0,38,3,2,4,10.0,-15
0,28,2,2,5,15.0,80
1,78,2,2,6,10.0,-61
1,50,2,2,3,10.0,-145
1,36,3,2,6,10.0,-32
1,55,3,0,4,8.0,19
0,57,2,0,4,18.0,23
0,65,2,0,13,15.0,-26
0,30,2,2,4,10.0,-11
1,48,2,2,2,10.0,27
1,71,2,0,3,12.0,13
1,54,2,2,5,10.0,5
1,35,2,2,5,14.0,-21
0,41,2,0,7,17.0,-9
0,31,2,0,7,13.0,-31
0,99,2,0,3,15.0,-3
0,56,2,0,9,12.0,19
0,33,2,2,9,17.0,19
0,48,2,2,1,8.0,-100
0,30,2,2,7,13.0,-120
0,27,2,0,3,13.0,120
1,34,2,2,3,10.0,19
0,95,2,0,7,13.0,36
0,40,2,0,6,13.0,-75
0,87,2,0,2,12.0,-6
1,79,2,0,4,10.0,0
1,44,3,2,3,11.0,5
0,70,2,2,7,13.0,102
0,15,2,0,8,13.0,-102
0,46,2,2,8,13.0,-89
1,37,2,0,3,18.0,2
1,105,0,0,7,18.0,-1
0,32,2,0,7,15.0,-3
1,50,3,2,3,11.0,28
1,25,2,0,4,13.0,-56
1,28,2,2,11,13.0,67
0,66,0,2,4,13.0,-16
1,37,2,0,3,11.0,6
0,138,3,2,2,18.0,-92
1,67,2,0,4,10.0,254
1,121,2,0,8,10.0,405
1,57,2,0,7,10.0,348
0,89,2,0,4,35.0,-161
0,67,3,0,8,15.0,380
0,40,2,2,10,45.0,-116
1,70,1,1,4,35.0,-161
1,55,2,0,10,25.0,-103
0,93,2,0,4,20.0,14
1,39,3,0,3,22.0,797
1,66,3,2,3,17.0,-256
1,81,3,0,2,45.0,469
1,75,3,0,3,20.0,208
1,80,0,2,4,10.0,-204
1,37,3,0,8,10.0,455
1,85,3,0,3,10.0,-376
1,35,3,0,5,10.0,529
1,38,3,2,6,10.0,-353
1,42,3,2,5,10.0,-274
1,72,2,2,4,10.0,-55
1,55,2,0,11,10.0,70
1,52,3,2,1,10.0,-544
1,54,2,2,6,10.0,-69
1,78,2,2,2,8.0,-29
1,47,2,0,5,8.0,-3
1,85,2,0,5,8.0,1
1,62,2,2,1,8.0,9
1,49,3,0,2,8.0,-64
1,108,0,2,4,8.0,91
1,116,2,2,3,8.0,44
1,38,2,2,2,8.0,-38
1,79,2,0,2,8.0,18
1,41,2,0,2,8.0,-41
1,62,2,2,2,8.0,-84
1,50,3,2,4,8.0,38
1,116,2,2,1,8.0,-40
1,60,3,2,3,8.0,24
1,140,3,2,11,8.0,0
1,60,2,2,2,8.0,-54
1,74,2,2,3,8.0,-29
1,43,2,0,2,8.0,37
1,82,0,2,5,8.0,-16
1,119,2,0,2,8.0,-5
1,45,2,0,7,8.0,38
1,66,2,2,1,10.0,-16
1,138,2,2,2,15.0,-5
1,115,3,0,2,10.0,-64
1,40,3,2,3,17.0,31
1,51,3,0,3,11.0,-22
1,50,2,2,3,15.0,31
1,75,1,1,11,8.0,34
